"name","birth","death","won_award","country","age","field","profession"
"Nicolaas Govert de Bruijn",1910,"2012",0,"NLD",102,"Computer Science","Researcher"
"Andrey Markov, Jr.",1900,"1979",1,"RUS",79,"Topology","Researcher"
"Vyacheslav Stepanov",1880,"1950",1,"RUS",70,"Analysis","Researcher"
"Maryam Mirzakhani",1970,"2017",1,"IRN",47,"Statistics","Researcher"
"Leonid Kantorovich",1910,"1986",1,"RUS",76,"Analysis","Researcher"
"Nikolai Nikolaevich Yanenko",1920,"1984",1,"ARM",64,"Geometry","Researcher"
"Kazimierz Ajdukiewicz",1890,"1963",0,"UKR",73,"Applied Mathematics","Philosopher"
"Nikolai Nikolayevich Vorobyov (mathematician)",1920,"1995",0,"RUS",75,"Number Theory","Researcher"
"Konstantin Andreev",1840,"1921",0,"RUS",81,"Analysis","Researcher"
"Sergei Fomin",1910,"1975",0,"RUS",65,"Algebra","Researcher"
"Jakob Hermann",1670,"1733",0,"BEL",63,"Geometry","Researcher"
"Boris Moishezon",1930,"1993",1,"UKR",63,"Combinatorics","Researcher"
"Pierre-Simon Laplace",1740,"1827",1,"FRA",87,"Analysis","Researcher"
"Georgiy Shilov",1910,"1975",1,"BGR",65,"Analysis","Researcher"
"Oleg Lupanov",1930,"2006",1,"RUS",76,"Computer Science","Researcher"
"Boris Delaunay",1890,"1980",1,"RUS",90,"Physics","Researcher"
"Carl Friedrich Gauss",1770,"1855",1,"AUS",85,"Analysis","Researcher"
"John Forbes Nash Jr.",1920,"2015",1,"USA",95,"Geometry","Researcher"
"Renato Caccioppoli",1900,"1959",0,"ITA",59,"Analysis","Researcher"
"Aleksandr Nekrasov",1880,"1957",1,"RUS",77,"Analysis","Researcher"
"Roland Dobrushin",1920,"1995",0,"RUS",75,"Computer Science","Researcher"
"Boris Yakovlevich Bukreev",1850,"1962",1,"RUS",112,"Analysis","Researcher"
"Paul Émile Appell",1850,"1930",1,"BEL",80,"Physics","Researcher"
"Viktor Vladimirovich Nemytskii",1900,"1967",1,"RUS",67,"Topology","Researcher"
"Andrey Markov",1850,"1922",1,"RUS",72,"Combinatorics","Researcher"
"Vasili Yakovlevich Zinger",1830,"1907",0,"RUS",77,"Applied Mathematics","Philosopher"
"Samuel Karlin",1920,"2007",1,"USA",87,"Number Theory","Researcher"
"Alfréd Rényi",1920,"1970",1,"HUN",50,"Combinatorics","Researcher"
"Ivan Petrovsky",1900,"1973",1,"RUS",73,"Geometry","Researcher"
"Vladimir Arnold",1930,"2010",1,"UKR",80,"Analysis","Researcher"
"Galileo Galilei",1560,"1642",0,"COL",82,"Physics","Astronomer"
"Pelageya Polubarinova-Kochina",1890,"1999",1,"KAZ",109,"Applied Mathematics","Researcher"
"Nikolay Mitrofanovich Krylov",1870,"1955",1,"RUS",85,"Physics","Researcher"
"Vyacheslav Ivanovich Lebedev",1930,"2010",1,"RUS",80,"Analysis","Researcher"
"James Hopwood Jeans",1870,"1946",1,"GBR",76,"General","Researcher"
"Dmitri Anosov",1930,"2014",1,"RUS",84,"Topology","Researcher"
"Olga Ladyzhenskaya",1920,"2004",1,"RUS",84,"Analysis","Researcher"
"Alexander Friedmann",1880,"1925",1,"RUS",45,"Physics","Researcher"
"Vitalii Ditkin",1910,"1987",1,"RUS",77,"Analysis","Researcher"
"Anatoly Maltsev",1900,"1967",1,"RUS",67,"Algebra","Researcher"
"Alexander Ostrowski",1890,"1986",0,"RUS",96,"Analysis","Researcher"
"Michel Deza",1930,"2016",0,"RUS",86,"Geometry","Researcher"
"Baha<U+02BE> al-din al-<U+02BF>Amili",1540,"1622",0,"LBN",82,"Applied Mathematics","Researcher"
"James Clerk Maxwell",1830,"1879",1,"GBR",49,"Physics","Physicist"
"András Hajnal",1930,"2016",0,"HUN",86,"Combinatorics","Researcher"
"Ferdinand Georg Frobenius",1840,"1917",0,"DEU",77,"Topology","Researcher"
"Joseph Bertrand",1820,"1900",1,"CAN",80,"Combinatorics","Researcher"
"Ferdinand Minding",1800,"1885",1,"POL",85,"None","Researcher"
"Ilya Piatetski-Shapiro",1920,"2009",1,"RUS",89,"Number Theory","Researcher"
"Nikita Moiseyev",1910,"2000",1,"RUS",90,"Computer Science","Researcher"
"Boris Koyalovich",1860,"1941",0,"RUS",81,"Geometry","Researcher"
"Pavel Alexandrov",1890,"1982",1,"RUS",92,"Geometry","Researcher"
"Ervand Kogbetliantz",1880,"1974",0,"RUS",94,"Analysis","Researcher"
"Charles Babbage",1790,"1871",1,"BLZ",81,"Computer Science","Researcher"
"Anatoli Georgievich Vitushkin",1930,"2004",1,"RUS",74,"Geometry","Researcher"
"E. H. Moore",1860,"1932",0,"USA",72,"Analysis","Researcher"
"Dmitri Egorov",1860,"1931",1,"RUS",71,"Analysis","Researcher"
"Aleksandr Lyapunov",1850,"1918",0,"RUS",68,"Probability","Researcher"
"Lazarus Fuchs",1830,"1902",1,"ITA",72,"Analysis","Researcher"
"Emmy Noether",1880,"1935",1,"DEU",55,"Physics","Researcher"
"Aleksandr Khinchin",1890,"1959",1,"RUS",69,"Applied Mathematics","Researcher"
"Sergei Sobolev",1900,"1989",1,"RUS",89,"Analysis","Researcher"
"Sergey Mergelyan",1920,"2008",1,"UKR",88,"Computer Science","Researcher"
"Margherita Piazzola Beloch",1870,"1976",0,"ITA",106,"Applied Mathematics","Researcher"
"L. E. J. Brouwer",1880,"1966",1,"NLD",86,"Combinatorics","Researcher"
"Paul Erdos",1910,"1996",1,"HUN",86,"Combinatorics","Researcher"
"Leonhard Euler",1700,"1783",0,"BEL",83,"Physics","Researcher"
"Corrado Gini",1880,"1965",0,"ITA",85,"Applied Mathematics","Economist"
"Gilles de Roberval",1600,"1675",0,"FRA",75,"Physics","Philosopher"
"Semyon Aranovich Gershgorin",1900,"1933",0,"BLR",33,"Analysis","Researcher"
"Christiaan Huygens",1620,"1695",0,"NLD",75,"Physics","Astronomer"
"Lyudmila Keldysh",1900,"1976",1,"RUS",76,"Topology","Researcher"
"Nikolai Günther",1870,"1941",1,"RUS",71,"Analysis","Researcher"
"Vladimir Abramovich Rokhlin",1910,"1984",0,"AZE",74,"Algebra","Researcher"
"Andrey Kolmogorov",1900,"1987",1,"RUS",87,"Geometry","Researcher"
"Sergey Chaplygin",1860,"1942",1,"RUS",82,"Physics","Researcher"
"Nicolaus II Bernoulli",1690,"1726",0,"BEL",36,"Analysis","Researcher"
"Lev Pontryagin",1900,"1988",1,"RUS",88,"Analysis","Researcher"
"Pyotr Novikov",1900,"1975",1,"RUS",75,"Logic","Researcher"
"Pál Turán",1910,"1976",1,"HUN",66,"Combinatorics","Researcher"
"François Viète",1540,"1603",0,"FRA",63,"Geometry","Researcher"
"Johann Christian Martin Bartels",1760,"1836",0,"AUS",76,"Geometry","Researcher"
"Alan Turing",1910,"1954",1,"GBR",44,"General","Computer Scientist"
"Mark Krein",1900,"1989",1,"RUS",89,"Analysis","Researcher"
"Dmitry Grave",1860,"1939",1,"RUS",79,"Algebra","Researcher"
"Boris Demidovich",1900,"1977",1,"BLR",77,"Analysis","Researcher"
"Josif Shtokalo",1890,"1987",1,"UKR",97,"General","Researcher"
"Boris Galerkin",1870,"1945",1,"BLR",75,"Physics","Researcher"
"Gilbert Hunt",1910,"2008",0,"ARG",98,"Physics","Tennis Player"
"James Joseph Sylvester",1810,"1897",1,"BLZ",87,"Combinatorics","Researcher"
"Mikhail Lavrentyev",1900,"1980",1,"AFG",80,"Physics","Researcher"
"Fridrikh Karpelevich",1920,"2000",0,"RUS",80,"Applied Mathematics","Researcher"
"Alexey Lyapunov",1910,"1973",1,"RUS",63,"Analysis","Researcher"
"Israel Gelfand",1910,"2009",1,"UKR",99,"None","Researcher"
"Thomas Kirkman",1800,"1895",1,"AUS",95,"Algebra","Researcher"
"Maurice René Fréchet",1870,"1973",1,"FRA",103,"Probability","Researcher"
"Georges-Louis Leclerc, Comte de Buffon",1700,"1788",1,"FRA",88,"Applied Mathematics","Botanist"
"Grigorii Fichtenholz",1880,"1959",1,"UKR",79,"Analysis","Researcher"
"Douglas Hartree",1890,"1958",1,"AUS",68,"Physics","Researcher"
"Mikhail Postnikov",1920,"2004",1,"RUS",84,"Topology","Researcher"
"Ralph Faudree",1930,"2015",1,"BRB",85,"Combinatorics","Researcher"
"Igor Shafarevich",1920,"2017",1,"UKR",97,"None","Researcher"
"Willard Van Orman Quine",1900,"2000",1,"USA",100,"Logic","Researcher"
"Pavel Urysohn",1890,"1924",0,"UKR",34,"Geometry","Researcher"
"Nicolas Fuss",1750,"1826",0,"BEL",76,"Geometry","Researcher"
"Adam Olearius",1600,"1671",0,"DEU",71,"Applied Mathematics","Researcher"
"Naum Akhiezer",1900,"1980",0,"BLR",80,"Computer Science","Researcher"
"Sergei Natanovich Bernstein",1880,"1968",1,"UKR",88,"Probability","Researcher"
"Naum Ya. Vilenkin",1920,"1991",0,"RUS",71,"Topology","Researcher"
"Sofia Kovalevskaya",1850,"1891",1,"RUS",41,"Analysis","Researcher"
"Israel Gohberg",1920,"2009",0,"UKR",89,"Geometry","Researcher"
"Valery Glivenko",1890,"1940",0,"RUS",50,"Statistics","Researcher"
"Jean Leray",1900,"1998",1,"BRA",98,"Topology","Researcher"
"Georgii Evgenevich Shilov",1910,"1975",1,"BGR",65,"Analysis","Researcher"
"Henri Poincaré",1850,"1912",1,"BOL",62,"Geometry","Researcher"
"Daniel Bernoulli",1700,"1782",1,"NLD",82,"Analysis","Researcher"
"Abram Ilyich Fet",1920,"2007",0,"UKR",87,"Analysis","Researcher"
"Paul Halmos",1910,"2006",1,"HUN",96,"Analysis","Researcher"
"Isaac Barrow",1630,"1677",0,"BLZ",47,"Applied Mathematics","Researcher"
"Anatoly Karatsuba",1930,"2008",1,"RUS",78,"Physics","Teacher"
"Jarl Waldemar Lindeberg",1870,"1932",0,"FIN",62,"Statistics","Statician"
"Felix Berezin",1930,"1980",0,"RUS",50,"Geometry","Physicist"
"Sergey Nikolsky",1900,"2012",1,"RUS",112,"Analysis","Teacher"
"Yuri Linnik",1910,"1972",1,"UKR",62,"Probability","Statician"
"Viktor Bunyakovsky",1800,"1889",0,"AFG",89,"Probability","Teacher"
"Andrei Bolibrukh",1950,"2003",0,"RUS",53,"Topology","Teacher"
"Arthur Milgram",1910,"1961",0,"BRA",51,"Geometry","Researcher"
"Sergey Stechkin",1920,"1995",0,"RUS",75,"Combinatorics","Teacher"
"Arthur Geoffrey Walker",1900,"2001",1,"CAN",101,"Physics","Physicist"
"Alexis Clairaut",1710,"1765",1,"CAN",55,"Physics","Researcher"
"Nicolaas Govert de Bruijn",1910,"2012",0,"NLD",102,"Computer Science","Teacher"
"Andrey Markov, Jr.",1900,"1979",1,"RUS",79,"Topology","Researcher"
"Vyacheslav Stepanov",1880,"1950",1,"RUS",70,"Analysis","Teacher"
"Maryam Mirzakhani",1970,"2017",1,"IRN",47,"Statistics","Researcher"
"Leonid Kantorovich",1910,"1986",1,"RUS",76,"Analysis","Economist"
"Kazimierz Ajdukiewicz",1890,"1963",0,"UKR",73,"Applied Mathematics","Teacher"
"Sergei Fomin",1910,"1975",0,"RUS",65,"Algebra","Teacher"
"Jakob Hermann",1670,"1733",0,"BEL",63,"Geometry","Teacher"
"Pierre-Simon Laplace",1740,"1827",1,"FRA",87,"Analysis","Astronomer"
"Oleg Lupanov",1930,"2006",1,"RUS",76,"Computer Science","Computer Scientist"
"Boris Delaunay",1890,"1980",1,"RUS",90,"Physics","Teacher"
"Carl Friedrich Gauss",1770,"1855",1,"AUS",85,"Analysis","Physicist"
"John Forbes Nash Jr.",1920,"2015",1,"USA",95,"Geometry","Economist"
"Renato Caccioppoli",1900,"1959",0,"ITA",59,"Analysis","Teacher"
"Roland Dobrushin",1920,"1995",0,"RUS",75,"Computer Science","Physicist"
"Paul Émile Appell",1850,"1930",1,"BEL",80,"Physics","Teacher"
"Andrey Markov",1850,"1922",1,"RUS",72,"Combinatorics","Statician"
"Vasili Yakovlevich Zinger",1830,"1907",0,"RUS",77,"Applied Mathematics","Botanist"
"Samuel Karlin",1920,"2007",1,"USA",87,"Number Theory","Statician"
"Alfréd Rényi",1920,"1970",1,"HUN",50,"Combinatorics","Teacher"
"Ivan Petrovsky",1900,"1973",1,"RUS",73,"Geometry","Teacher"
"Vladimir Arnold",1930,"2010",1,"UKR",80,"Analysis","Researcher"
"Galileo Galilei",1560,"1642",0,"COL",82,"Physics","Philosopher"
"Pelageya Polubarinova-Kochina",1890,"1999",1,"KAZ",109,"Applied Mathematics","Historian"
"Nikolay Mitrofanovich Krylov",1870,"1955",1,"RUS",85,"Physics","Physicist"
"Vyacheslav Ivanovich Lebedev",1930,"2010",1,"RUS",80,"Analysis","Teacher"
"James Hopwood Jeans",1870,"1946",1,"GBR",76,"General","Physicist"
"Olga Ladyzhenskaya",1920,"2004",1,"RUS",84,"Analysis","Teacher"
"Alexander Friedmann",1880,"1925",1,"RUS",45,"Physics","Physicist"
"Alexander Ostrowski",1890,"1986",0,"RUS",96,"Analysis","Teacher"
"Baha<U+02BE> al-din al-<U+02BF>Amili",1540,"1622",0,"LBN",82,"Applied Mathematics","Scientist"
"James Clerk Maxwell",1830,"1879",1,"GBR",49,"Physics","Researcher"
"Ferdinand Georg Frobenius",1840,"1917",0,"DEU",77,"Topology","Teacher"
"Joseph Bertrand",1820,"1900",1,"CAN",80,"Combinatorics","Economist"
"Ferdinand Minding",1800,"1885",1,"POL",85,"None","Teacher"
"Ilya Piatetski-Shapiro",1920,"2009",1,"RUS",89,"Number Theory","Teacher"
"Boris Koyalovich",1860,"1941",0,"RUS",81,"Geometry","Chess Player"
"Pavel Alexandrov",1890,"1982",1,"RUS",92,"Geometry","Teacher"
"Charles Babbage",1790,"1871",1,"BLZ",81,"Computer Science","Computer Scientist"
"Anatoli Georgievich Vitushkin",1930,"2004",1,"RUS",74,"Geometry","Computer Scientist"
"Dmitri Egorov",1860,"1931",1,"RUS",71,"Analysis","Teacher"
"Aleksandr Lyapunov",1850,"1918",0,"RUS",68,"Probability","Physicist"
"Lazarus Fuchs",1830,"1902",1,"ITA",72,"Analysis","Teacher"
"Emmy Noether",1880,"1935",1,"DEU",55,"Physics","Physicist"
"Sergei Sobolev",1900,"1989",1,"RUS",89,"Analysis","Teacher"
"Sergey Mergelyan",1920,"2008",1,"UKR",88,"Computer Science","Scientist"
"Margherita Piazzola Beloch",1870,"1976",0,"ITA",106,"Applied Mathematics","Teacher"
"L. E. J. Brouwer",1880,"1966",1,"NLD",86,"Combinatorics","Philosopher"
"Leonhard Euler",1700,"1783",0,"BEL",83,"Physics","Physicist"
"Corrado Gini",1880,"1965",0,"ITA",85,"Applied Mathematics","Statician"
"Gilles de Roberval",1600,"1675",0,"FRA",75,"Physics","Researcher"
"Christiaan Huygens",1620,"1695",0,"NLD",75,"Physics","Researcher"
"Nikolai Günther",1870,"1941",1,"RUS",71,"Analysis","Teacher"
"Vladimir Abramovich Rokhlin",1910,"1984",0,"AZE",74,"Algebra","Researcher"
"Andrey Kolmogorov",1900,"1987",1,"RUS",87,"Geometry","Computer Scientist"
"Sergey Chaplygin",1860,"1942",1,"RUS",82,"Physics","Physicist"
"Nicolaus II Bernoulli",1690,"1726",0,"BEL",36,"Analysis","Teacher"
"Pál Turán",1910,"1976",1,"HUN",66,"Combinatorics","Teacher"
"François Viète",1540,"1603",0,"FRA",63,"Geometry","Cryptographer"
"Johann Christian Martin Bartels",1760,"1836",0,"AUS",76,"Geometry","Teacher"
"Alan Turing",1910,"1954",1,"GBR",44,"General","Researcher"
"Mark Krein",1900,"1989",1,"RUS",89,"Analysis","Teacher"
"Boris Galerkin",1870,"1945",1,"BLR",75,"Physics","Engineer"
"Gilbert Hunt",1910,"2008",0,"ARG",98,"Physics","Researcher"
"James Joseph Sylvester",1810,"1897",1,"BLZ",87,"Combinatorics","Lawyer"
"Mikhail Lavrentyev",1900,"1980",1,"AFG",80,"Physics","Physicist"
"Alexey Lyapunov",1910,"1973",1,"RUS",63,"Analysis","Computer Scientist"
"Israel Gelfand",1910,"2009",1,"UKR",99,"None","Biologist"
"Thomas Kirkman",1800,"1895",1,"AUS",95,"Algebra","Researcher"
"Maurice René Fréchet",1870,"1973",1,"FRA",103,"Probability","Linguist"
"Georges-Louis Leclerc, Comte de Buffon",1700,"1788",1,"FRA",88,"Applied Mathematics","Geologist"
"Grigorii Fichtenholz",1880,"1959",1,"UKR",79,"Analysis","Teacher"
"Douglas Hartree",1890,"1958",1,"AUS",68,"Physics","Physicist"
"Mikhail Postnikov",1920,"2004",1,"RUS",84,"Topology","Researcher"
"Ralph Faudree",1930,"2015",1,"BRB",85,"Combinatorics","Teacher"
"Igor Shafarevich",1920,"2017",1,"UKR",97,"None","Activist"
"Willard Van Orman Quine",1900,"2000",1,"USA",100,"Logic","Philosopher"
"Pavel Urysohn",1890,"1924",0,"UKR",34,"Geometry","Researcher"
"Adam Olearius",1600,"1671",0,"DEU",71,"Applied Mathematics","Linguist"
"Sergei Natanovich Bernstein",1880,"1968",1,"UKR",88,"Probability","Teacher"
"Sofia Kovalevskaya",1850,"1891",1,"RUS",41,"Analysis","Physicist"
"Israel Gohberg",1920,"2009",0,"UKR",89,"Geometry","Teacher"
"Jean Leray",1900,"1998",1,"BRA",98,"Topology","Researcher"
"Henri Poincaré",1850,"1912",1,"BOL",62,"Geometry","Philosopher"
"Daniel Bernoulli",1700,"1782",1,"NLD",82,"Analysis","Physicist"
"Abram Ilyich Fet",1920,"2007",0,"UKR",87,"Analysis","Researcher"
"Paul Halmos",1910,"2006",1,"HUN",96,"Analysis","Philosopher"
"Isaac Barrow",1630,"1677",0,"BLZ",47,"Applied Mathematics","Historian"
"Felix Berezin",1930,"1980",0,"RUS",50,"Geometry","Inventor"
"Yuri Linnik",1910,"1972",1,"UKR",62,"Probability","Teacher"
"Arthur Geoffrey Walker",1900,"2001",1,"CAN",101,"Physics","Teacher"
"Alexis Clairaut",1710,"1765",1,"CAN",55,"Physics","Mechanic"
"Nicolaas Govert de Bruijn",1910,"2012",0,"NLD",102,"Computer Science","Computer Scientist"
"Andrey Markov, Jr.",1900,"1979",1,"RUS",79,"Topology","Teacher"
"Leonid Kantorovich",1910,"1986",1,"RUS",76,"Analysis","Teacher"
"Kazimierz Ajdukiewicz",1890,"1963",0,"UKR",73,"Applied Mathematics","Writer"
"Pierre-Simon Laplace",1740,"1827",1,"FRA",87,"Analysis","Physicist"
"Carl Friedrich Gauss",1770,"1855",1,"AUS",85,"Analysis","Astronomer"
"John Forbes Nash Jr.",1920,"2015",1,"USA",95,"Geometry","Teacher"
"Paul Émile Appell",1850,"1930",1,"BEL",80,"Physics","Scientist"
"Andrey Markov",1850,"1922",1,"RUS",72,"Combinatorics","Teacher"
"Vasili Yakovlevich Zinger",1830,"1907",0,"RUS",77,"Applied Mathematics","Researcher"
"Samuel Karlin",1920,"2007",1,"USA",87,"Number Theory","Biologist"
"Vladimir Arnold",1930,"2010",1,"UKR",80,"Analysis","Teacher"
"Galileo Galilei",1560,"1642",0,"COL",82,"Physics","Researcher"
"Nikolay Mitrofanovich Krylov",1870,"1955",1,"RUS",85,"Physics","Teacher"
"James Hopwood Jeans",1870,"1946",1,"GBR",76,"General","Astronomer"
"Baha<U+02BE> al-din al-<U+02BF>Amili",1540,"1622",0,"LBN",82,"Applied Mathematics","Astronomer"
"James Clerk Maxwell",1830,"1879",1,"GBR",49,"Physics","Engineer"
"Joseph Bertrand",1820,"1900",1,"CAN",80,"Combinatorics","Teacher"
"Charles Babbage",1790,"1871",1,"BLZ",81,"Computer Science","Engineer"
"Anatoli Georgievich Vitushkin",1930,"2004",1,"RUS",74,"Geometry","Teacher"
"Lazarus Fuchs",1830,"1902",1,"ITA",72,"Analysis","Teacher"
"Emmy Noether",1880,"1935",1,"DEU",55,"Physics","Teacher"
"L. E. J. Brouwer",1880,"1966",1,"NLD",86,"Combinatorics","Researcher"
"Leonhard Euler",1700,"1783",0,"BEL",83,"Physics","Musician"
"Corrado Gini",1880,"1965",0,"ITA",85,"Applied Mathematics","Psychologist"
"Gilles de Roberval",1600,"1675",0,"FRA",75,"Physics","Teacher"
"Christiaan Huygens",1620,"1695",0,"NLD",75,"Physics","Physicist"
"Vladimir Abramovich Rokhlin",1910,"1984",0,"AZE",74,"Algebra","Teacher"
"Andrey Kolmogorov",1900,"1987",1,"RUS",87,"Geometry","Statician"
"Sergey Chaplygin",1860,"1942",1,"RUS",82,"Physics","Engineer"
"François Viète",1540,"1603",0,"FRA",63,"Geometry","Lawyer"
"Alan Turing",1910,"1954",1,"GBR",44,"General","Teacher"
"James Joseph Sylvester",1810,"1897",1,"BLZ",87,"Combinatorics","Teacher"
"Mikhail Lavrentyev",1900,"1980",1,"AFG",80,"Physics","Teacher"
"Israel Gelfand",1910,"2009",1,"UKR",99,"None","Teacher"
"Maurice René Fréchet",1870,"1973",1,"FRA",103,"Probability","Statician"
"Georges-Louis Leclerc, Comte de Buffon",1700,"1788",1,"FRA",88,"Applied Mathematics","Biologist"
"Douglas Hartree",1890,"1958",1,"AUS",68,"Physics","Teacher"
"Mikhail Postnikov",1920,"2004",1,"RUS",84,"Topology","Teacher"
"Igor Shafarevich",1920,"2017",1,"UKR",97,"None","Teacher"
"Willard Van Orman Quine",1900,"2000",1,"USA",100,"Logic","Philosopher"
"Adam Olearius",1600,"1671",0,"DEU",71,"Applied Mathematics","Writer"
"Sofia Kovalevskaya",1850,"1891",1,"RUS",41,"Analysis","Scientist"
"Jean Leray",1900,"1998",1,"BRA",98,"Topology","Teacher"
"Henri Poincaré",1850,"1912",1,"BOL",62,"Geometry","Astronomer"
"Daniel Bernoulli",1700,"1782",1,"NLD",82,"Analysis","Teacher"
"Paul Halmos",1910,"2006",1,"HUN",96,"Analysis","Statician"
"Isaac Barrow",1630,"1677",0,"BLZ",47,"Applied Mathematics","Physicist"
"Alexis Clairaut",1710,"1765",1,"CAN",55,"Physics","Physicist"
"Leonid Kantorovich",1910,"1986",1,"RUS",76,"Analysis","Scientist"
"Kazimierz Ajdukiewicz",1890,"1963",0,"UKR",73,"Applied Mathematics","Teacher"
"Pierre-Simon Laplace",1740,"1827",1,"FRA",87,"Analysis","Politician"
"Carl Friedrich Gauss",1770,"1855",1,"AUS",85,"Analysis","Writer"
"Vasili Yakovlevich Zinger",1830,"1907",0,"RUS",77,"Applied Mathematics","Teacher"
"Samuel Karlin",1920,"2007",1,"USA",87,"Number Theory","Teacher"
"Vladimir Arnold",1930,"2010",1,"UKR",80,"Analysis","Scientist"
"Galileo Galilei",1560,"1642",0,"COL",82,"Physics","Physicist"
"James Hopwood Jeans",1870,"1946",1,"GBR",76,"General","Writer"
"Baha<U+02BE> al-din al-<U+02BF>Amili",1540,"1622",0,"LBN",82,"Applied Mathematics","Writer"
"James Clerk Maxwell",1830,"1879",1,"GBR",49,"Physics","Inventor"
"Charles Babbage",1790,"1871",1,"BLZ",81,"Computer Science","Economist"
"L. E. J. Brouwer",1880,"1966",1,"NLD",86,"Combinatorics","Teacher"
"Leonhard Euler",1700,"1783",0,"BEL",83,"Physics","Musician"
"Corrado Gini",1880,"1965",0,"ITA",85,"Applied Mathematics","Researcher"
"Gilles de Roberval",1600,"1675",0,"FRA",75,"Physics","Physicist"
"Christiaan Huygens",1620,"1695",0,"NLD",75,"Physics","Musician"
"Andrey Kolmogorov",1900,"1987",1,"RUS",87,"Geometry","Teacher"
"Alan Turing",1910,"1954",1,"GBR",44,"General","Cryptographer"
"Maurice René Fréchet",1870,"1973",1,"FRA",103,"Probability","Teacher"
"Georges-Louis Leclerc, Comte de Buffon",1700,"1788",1,"FRA",88,"Applied Mathematics","Scientist"
"Douglas Hartree",1890,"1958",1,"AUS",68,"Physics","Computer Scientist"
"Willard Van Orman Quine",1900,"2000",1,"USA",100,"Logic","Biologist"
"Adam Olearius",1600,"1671",0,"DEU",71,"Applied Mathematics","Politician"
"Sofia Kovalevskaya",1850,"1891",1,"RUS",41,"Analysis","Writer"
"Henri Poincaré",1850,"1912",1,"BOL",62,"Geometry","Physicist"
"Daniel Bernoulli",1700,"1782",1,"NLD",82,"Analysis","Economist"
"Isaac Barrow",1630,"1677",0,"BLZ",47,"Applied Mathematics","Teacher"
"Kazimierz Ajdukiewicz",1890,"1963",0,"UKR",73,"Applied Mathematics","Researcher"
"Pierre-Simon Laplace",1740,"1827",1,"FRA",87,"Analysis","Philosopher"
"Carl Friedrich Gauss",1770,"1855",1,"AUS",85,"Analysis","Physicist"
"Galileo Galilei",1560,"1642",0,"COL",82,"Physics","Inventor"
"James Hopwood Jeans",1870,"1946",1,"GBR",76,"General","Teacher"
"Baha<U+02BE> al-din al-<U+02BF>Amili",1540,"1622",0,"LBN",82,"Applied Mathematics","Architect"
"James Clerk Maxwell",1830,"1879",1,"GBR",49,"Physics","Photographer"
"Charles Babbage",1790,"1871",1,"BLZ",81,"Computer Science","Philosopher"
